3,1,3,30,0,0,0,1755,1811,6310,-0.04492188,0.0390625,0.04492188,0.01171875,0.13476562,1.40625,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,3,14,14,30,0,0,0,0,4,0,0,1746,1804,0,121,6537,0,-0.04492188,0.0390625,0.0,-0.14453125,0.08789062,0.0,0.01171875,0.13476562,0.0,0.640625,1.40429688,0.0,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,3,16,16,30,0,0,0,0,4,0,0,1744,1796,0,326,5749,0,-0.04492188,0.0390625,0.0,-0.140625,0.0,0.0,0.01171875,0.13476562,0.0,0.73632812,1.40625,0.0,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,3,16,17,17,30,0,0,0,5,3,0,0,0,1738,1792,179,113,0,6602,0,-0.04492188,0.0390625,0.1171875,-0.15039062,0.0,0.04492188,0.0,0.01171875,0.13476562,0.74023438,0.78320312,0.0,1.40625,0.0,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,16,30,0,0,0,0,5,0,0,0,1737,1788,1147,6858,0,0,-0.04492188,0.0390625,0.1171875,0.04492188,0.0,-0.0,0.01171875,0.13476562,0.74023438,1.40625,0.0,0.0,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,17,30,0,0,4,0,1729,1786,1190,7399,-0.04492188,0.0390625,0.125,0.04492188,0.01171875,0.13476562,0.78710938,1.40625,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,3,18,18,30,0,0,3,0,0,1727,1783,907,0,8279,-0.04492188,0.0390625,-0.18554688,0.0,0.04492188,0.01171875,0.13476562,0.82421875,0.0,1.40625,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,18,30,0,0,1,0,1728,1782,1115,9550,-0.04492188,0.0390625,0.10546875,0.08789062,0.01171875,0.13476562,0.83789062,1.40429688,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,18,30,0,0,1,0,1723,1780,1495,5314,-0.04492188,0.0390625,0.10546875,0.04492188,0.01171875,0.13476562,0.83789062,1.40625,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,3,18,20,20,29,0,0,0,3,0,0,1724,1779,913,55,0,2724,-0.04492188,0.0390625,0.08007812,-0.20507812,0.0,0.04296875,0.01171875,0.13476562,0.83984375,0.9140625,0.0,1.359375,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,3,18,18,21,30,0,0,0,0,4,0,1724,1777,0,881,80,1773,-0.04492188,0.0390625,0.0,-0.23828125,0.12304688,-0.08789062,0.01171875,0.13476562,0.0,0.81054688,0.9765625,1.40429688,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,30,34,0,0,0,0,1722,1776,1529,850,-0.04492188,0.0390625,-0.08789062,-0.69726562,0.01171875,0.13476562,1.40429688,1.43359375,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,3,19,19,24,31,0,0,0,0,4,0,1720,1775,0,507,51,1823,-0.04492188,0.0390625,0.0,-0.27929688,0.0703125,-0.40820312,0.01171875,0.13476562,0.0,0.84570312,1.12304688,1.39453125,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,3,18,30,30,0,0,1,0,0,1718,1773,1179,0,1777,-0.04492188,0.0390625,0.05273438,0.0,-0.43945312,0.01171875,0.13476562,0.84179688,0.0,1.3359375,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,3,18,23,30,30,0,0,2,4,0,0,1720,1772,1041,31,0,2171,-0.04492188,0.0390625,0.02734375,0.03320312,0.0,-0.43945312,0.01171875,0.13476562,0.84375,1.078125,0.0,1.3359375,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,3,20,20,30,0,0,2,0,0,1717,1771,303,0,2235,-0.04492188,0.0390625,-0.29296875,0.0,0.04492188,0.01171875,0.13476562,0.890625,0.0,1.40625,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,3,19,30,34,0,0,2,0,0,1716,1770,900,1970,847,-0.04492188,0.0390625,-0.02734375,0.0,-0.69726562,0.01171875,0.13476562,0.890625,1.40625,1.43359375,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,3,19,30,34,0,0,1,0,0,1716,1769,1222,2067,869,-0.04492188,0.0390625,0.05664062,0.04492188,-0.69726562,0.01171875,0.13476562,0.88867188,1.40625,1.43359375,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,3,19,30,34,0,0,0,0,0,1712,1769,696,2392,843,-0.04492188,0.0390625,-0.05664062,0.04492188,-0.69726562,0.01171875,0.13476562,0.88867188,1.40625,1.43359375,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,3,19,19,30,34,0,0,0,0,-1,0,0,0,1712,1768,0,906,2381,886,0,-0.04492188,0.0390625,0.0,-0.02734375,0.04492188,-0.69726562,0.0,0.01171875,0.13476562,0.0,0.890625,1.40625,1.43359375,0.0,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,20,30,0,0,0,0,1710,1768,1086,2471,-0.04492188,0.0390625,0.0,0.08789062,0.01171875,0.13476562,0.9375,1.40429688,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,3,30,0,0,0,1709,1768,2720,-0.04492188,0.0390625,0.08789062,0.01171875,0.13476562,1.40429688,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,3,13,20,30,30,0,0,3,0,0,0,1713,1767,24,1294,0,1893,-0.04492188,0.0390625,0.0390625,0.02929688,0.0,-0.39648438,0.01171875,0.13476562,0.60742188,0.9375,0.0,1.34960938,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,3,20,30,30,0,0,1,0,0,1710,1765,1465,0,1949,-0.04492188,0.0390625,0.02929688,0.0,-0.39648438,0.01171875,0.13476562,0.9375,0.0,1.34960938,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,3,20,30,30,0,0,1,0,0,1707,1764,1844,0,1839,-0.04492188,0.0390625,0.02929688,0.0,-0.39648438,0.01171875,0.13476562,0.9375,0.0,1.34960938,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,3,20,30,30,34,0,0,1,0,0,0,1711,1764,2329,1666,0,895,-0.04492188,0.0390625,0.02929688,-0.43945312,0.0,-0.69726562,0.01171875,0.13476562,0.9375,1.3359375,0.0,1.43359375,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,3,20,30,30,0,0,1,0,0,1710,1764,1377,0,1612,-0.04492188,0.0390625,0.02929688,0.0,-0.43945312,0.01171875,0.13476562,0.9375,0.0,1.3359375,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,30,30,0,0,0,0,1709,1763,1596,0,-0.04492188,0.0390625,-0.43945312,0.0,0.01171875,0.13476562,1.3359375,0.0,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,30,30,0,0,0,0,0,0,0,0,1707,1762,0,1791,0,0,-0.04492188,0.0390625,0.0,-0.43945312,0.0,0.0,0.01171875,0.13476562,0.0,1.3359375,0.0,0.0,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,30,30,0,0,0,0,0,0,0,0,1708,1763,0,1773,0,0,-0.04492188,0.0390625,0.0,-0.43945312,0.0,0.0,0.01171875,0.13476562,0.0,1.3359375,0.0,0.0,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,3,20,20,31,0,0,0,0,0,1710,1761,600,0,1949,-0.04492188,0.0390625,-0.234375,0.0,-0.40820312,0.01171875,0.13476562,0.90820312,0.0,1.39453125,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,3,30,0,0,0,1708,1761,2165,-0.04492188,0.0390625,-0.04492188,0.01171875,0.13476562,1.40625,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,3,30,0,0,0,1708,1760,2251,-0.04492188,0.0390625,-0.04492188,0.01171875,0.13476562,1.40625,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,30,34,0,0,0,0,0,0,0,0,1707,1760,2033,868,0,0,-0.04492188,0.0390625,-0.04492188,-0.69726562,0.0,0.0,0.01171875,0.13476562,1.40625,1.43359375,0.0,0.0,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,3,30,0,0,0,1708,1760,2041,-0.04492188,0.0390625,-0.04492188,0.01171875,0.13476562,1.40625,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,3,20,29,29,31,0,0,0,0,0,0,1703,1760,785,1040,0,1770,-0.04492188,0.0390625,0.05859375,-0.50976562,0.0,-0.40820312,0.01171875,0.13476562,0.93554688,1.25976562,0.0,1.39453125,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,3,19,19,31,0,0,0,0,0,1703,1759,409,0,1798,-0.04492188,0.0390625,0.02734375,0.0,-0.40820312,0.01171875,0.13476562,0.890625,0.0,1.39453125,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,19,31,0,0,0,0,0,0,0,0,1706,1746,768,1929,0,0,-0.04492188,0.0390625,0.0,-0.40820312,0.0,0.0,0.01171875,0.13476562,0.890625,1.39453125,0.0,0.0,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,20,31,0,0,0,0,1705,1756,1042,2005,-0.04492188,0.0390625,0.02929688,-0.40820312,0.01171875,0.13476562,0.9375,1.39453125,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,20,31,0,0,0,0,1703,1760,928,1916,-0.04492188,0.0390625,0.0,-0.40820312,0.01171875,0.13476562,0.9375,1.39453125,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,20,31,0,0,0,0,1707,1756,861,1913,-0.04492188,0.0390625,-0.02929688,-0.40820312,0.01171875,0.13476562,0.9375,1.39453125,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,20,31,0,0,0,0,0,0,0,0,1709,1756,1290,1915,0,0,-0.04492188,0.0390625,0.02929688,-0.40820312,0.0,0.0,0.01171875,0.13476562,0.9375,1.39453125,0.0,0.0,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,19,31,0,0,0,0,1704,1756,566,2004,-0.04492188,0.0390625,0.0,-0.40820312,0.01171875,0.13476562,0.890625,1.39453125,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,3,19,30,30,0,0,0,0,0,1702,1756,630,0,1690,-0.04492188,0.0390625,0.02734375,0.0,-0.43945312,0.01171875,0.13476562,0.890625,0.0,1.3359375,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,3,19,30,30,0,0,0,0,0,1702,1756,680,0,1708,-0.04492188,0.0390625,0.0,0.0,-0.39648438,0.01171875,0.13476562,0.890625,0.0,1.34960938,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,3,20,30,30,0,0,0,0,0,1704,1755,1113,0,1906,-0.04492188,0.0390625,0.02929688,0.0,-0.39648438,0.01171875,0.13476562,0.9375,0.0,1.34960938,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,3,19,30,30,0,0,0,0,0,1703,1754,686,0,1921,-0.04492188,0.0390625,0.05664062,0.0,-0.39648438,0.01171875,0.13476562,0.88867188,0.0,1.34960938,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,3,30,0,0,0,0,0,0,0,1703,1756,2826,0,0,-0.04492188,0.0390625,0.04492188,0.0,0.0,0.01171875,0.13476562,1.40625,0.0,0.0,background,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
